ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,OccupancyRate,Timestamp,Hour,DayOfWeek,Load,OccupancyRounded,OccupancyRatio,Next_Price_01,Next_price_02
1259,BHMBCCMKT01,577,26.14453614,91.73617216,26,car,0.0,1,False,17-12-2016,08:26,0.045060659,17-12-2016 08:26,8,5,0,26,0.045060659,10.45060659,
1260,BHMBCCMKT01,577,26.14453614,91.73617216,51,car,,2,False,17-12-2016,09:00,0.088388215,17-12-2016 09:00,9,5,0,51,0.088388215,10.88388215,
1261,BHMBCCMKT01,577,26.14453614,91.73617216,82,car,0.0,2,False,17-12-2016,09:26,0.142114385,17-12-2016 09:26,9,5,0,82,0.142114385,11.42114385,
1262,BHMBCCMKT01,577,26.14453614,91.73617216,129,cycle,,3,False,17-12-2016,09:59,0.223570191,17-12-2016 09:59,9,5,0,129,0.223570191,12.23570191,
1263,BHMBCCMKT01,577,26.14453614,91.73617216,171,bike,,3,False,17-12-2016,10:33,0.296360485,17-12-2016 10:33,10,5,0,171,0.296360485,12.96360485,
1264,BHMBCCMKT01,577,26.14453614,91.73617216,215,car,,5,False,17-12-2016,11:00,0.372616984,17-12-2016 11:00,11,5,0,215,0.372616984,13.72616984,
1265,BHMBCCMKT01,577,26.14453614,91.73617216,263,car,,4,False,17-12-2016,11:33,0.455805893,17-12-2016 11:33,11,5,0,263,0.455805893,14.55805893,
1266,BHMBCCMKT01,577,26.14453614,91.73617216,304,car,1.0,8,False,17-12-2016,12:00,0.526863085,17-12-2016 12:00,12,5,0,304,0.526863085,15.26863085,
1267,BHMBCCMKT01,577,26.14453614,91.73617216,337,car,1.0,7,False,17-12-2016,12:26,0.584055459,17-12-2016 12:26,12,5,0,337,0.584055459,15.84055459,
1268,BHMBCCMKT01,577,26.14453614,91.73617216,353,car,1.0,7,False,17-12-2016,13:00,0.611785095,17-12-2016 13:00,13,5,0,353,0.611785095,16.11785095,
1269,BHMBCCMKT01,577,26.14453614,91.73617216,378,truck,,5,False,17-12-2016,13:27,0.655112652,17-12-2016 13:27,13,5,0,378,0.655112652,16.55112652,
1270,BHMBCCMKT01,577,26.14453614,91.73617216,417,car,,4,False,17-12-2016,14:00,0.72270364,17-12-2016 14:00,14,5,0,417,0.72270364,17.2270364,
1271,BHMBCCMKT01,577,26.14453614,91.73617216,440,car,,4,False,17-12-2016,14:30,0.762564991,17-12-2016 14:30,14,5,0,440,0.762564991,17.62564991,
1272,BHMBCCMKT01,577,26.14453614,91.73617216,443,car,0.0,2,False,17-12-2016,15:03,0.767764298,17-12-2016 15:03,15,5,0,443,0.767764298,17.67764298,
1273,BHMBCCMKT01,577,26.14453614,91.73617216,415,car,0.0,2,False,17-12-2016,15:30,0.719237435,17-12-2016 15:30,15,5,0,415,0.719237435,17.19237435,
1274,BHMBCCMKT01,577,26.14453614,91.73617216,379,car,0.0,3,False,17-12-2016,15:57,0.656845754,17-12-2016 15:57,15,5,0,379,0.656845754,16.56845754,
1275,BHMBCCMKT01,577,26.14453614,91.73617216,356,car,,2,False,17-12-2016,16:30,0.616984402,17-12-2016 16:30,16,5,0,356,0.616984402,16.16984402,
1276,BHMBCCMKT01,577,26.14453614,91.73617216,4,car,0.0,1,True,18-12-2016,08:03,0.006932409,18-12-2016 08:03,8,6,0,4,0.006932409,10.06932409,
1277,BHMBCCMKT01,577,26.14453614,91.73617216,4,car,0.0,1,True,18-12-2016,08:30,0.006932409,18-12-2016 08:30,8,6,0,4,0.006932409,10.06932409,
1278,BHMBCCMKT01,577,26.14453614,91.73617216,6,truck,0.0,1,True,18-12-2016,08:56,0.010398614,18-12-2016 08:56,8,6,0,6,0.010398614,10.10398614,
1279,BHMBCCMKT01,577,26.14453614,91.73617216,8,car,0.0,1,True,18-12-2016,09:30,0.013864818,18-12-2016 09:30,9,6,0,8,0.013864818,10.13864818,
1280,BHMBCCMKT01,577,26.14453614,91.73617216,18,car,0.0,2,True,18-12-2016,09:56,0.031195841,18-12-2016 09:56,9,6,0,18,0.031195841,10.31195841,
1281,BHMBCCMKT01,577,26.14453614,91.73617216,44,cycle,,3,True,18-12-2016,10:30,0.076256499,18-12-2016 10:30,10,6,0,44,0.076256499,10.76256499,
1282,BHMBCCMKT01,577,26.14453614,91.73617216,89,car,,6,True,18-12-2016,11:03,0.154246101,18-12-2016 11:03,11,6,0,89,0.154246101,11.54246101,
1283,BHMBCCMKT01,577,26.14453614,91.73617216,135,bike,,6,True,18-12-2016,11:30,0.233968804,18-12-2016 11:30,11,6,0,135,0.233968804,12.33968804,
1284,BHMBCCMKT01,577,26.14453614,91.73617216,165,bike,1.0,9,True,18-12-2016,12:03,0.285961872,18-12-2016 12:03,12,6,0,165,0.285961872,12.85961872,
1285,BHMBCCMKT01,577,26.14453614,91.73617216,193,car,1.0,9,True,18-12-2016,12:30,0.334488735,18-12-2016 12:30,12,6,0,193,0.334488735,13.34488735,
1286,BHMBCCMKT01,577,26.14453614,91.73617216,215,bike,1.0,9,True,18-12-2016,12:56,0.372616984,18-12-2016 12:56,12,6,0,215,0.372616984,13.72616984,
1287,BHMBCCMKT01,577,26.14453614,91.73617216,258,car,1.0,10,True,18-12-2016,13:30,0.447140381,18-12-2016 13:30,13,6,0,258,0.447140381,14.47140381,
1288,BHMBCCMKT01,577,26.14453614,91.73617216,309,car,,5,True,18-12-2016,14:03,0.535528596,18-12-2016 14:03,14,6,0,309,0.535528596,15.35528596,
1289,BHMBCCMKT01,577,26.14453614,91.73617216,310,car,,5,True,18-12-2016,14:30,0.537261698,18-12-2016 14:30,14,6,0,310,0.537261698,15.37261698,
1290,BHMBCCMKT01,577,26.14453614,91.73617216,303,car,,5,True,18-12-2016,14:56,0.525129983,18-12-2016 14:56,14,6,0,303,0.525129983,15.25129983,
1291,BHMBCCMKT01,577,26.14453614,91.73617216,293,car,0.0,4,True,18-12-2016,15:30,0.50779896,18-12-2016 15:30,15,6,0,293,0.50779896,15.0779896,
1292,BHMBCCMKT01,577,26.14453614,91.73617216,247,car,0.0,3,True,18-12-2016,16:03,0.428076256,18-12-2016 16:03,16,6,0,247,0.428076256,14.28076256,
1293,BHMBCCMKT01,577,26.14453614,91.73617216,206,car,0.0,3,True,18-12-2016,16:30,0.357019064,18-12-2016 16:30,16,6,0,206,0.357019064,13.57019064,
1294,BHMBCCMKT01,577,26.14453614,91.73617216,11,truck,0.0,1,False,19-12-2016,08:03,0.019064125,19-12-2016 08:03,8,0,0,11,0.019064125,10.19064125,
1295,BHMBCCMKT01,577,26.14453614,91.73617216,17,car,0.0,1,False,19-12-2016,08:30,0.029462738,19-12-2016 08:30,8,0,0,17,0.029462738,10.29462738,
1296,BHMBCCMKT01,577,26.14453614,91.73617216,24,car,,2,False,19-12-2016,09:03,0.041594454,19-12-2016 09:03,9,0,0,24,0.041594454,10.41594454,
1297,BHMBCCMKT01,577,26.14453614,91.73617216,40,car,0.0,1,False,19-12-2016,09:30,0.06932409,19-12-2016 09:30,9,0,0,40,0.06932409,10.6932409,
1298,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,0.0,2,False,19-12-2016,09:56,0.098786828,19-12-2016 09:56,9,0,0,57,0.098786828,10.98786828,
1299,BHMBCCMKT01,577,26.14453614,91.73617216,97,car,,3,False,19-12-2016,10:30,0.168110919,19-12-2016 10:30,10,0,0,97,0.168110919,11.68110919,
1300,BHMBCCMKT01,577,26.14453614,91.73617216,134,car,,4,False,19-12-2016,11:03,0.232235702,19-12-2016 11:03,11,0,0,134,0.232235702,12.32235702,
1301,BHMBCCMKT01,577,26.14453614,91.73617216,175,truck,,5,False,19-12-2016,11:30,0.303292894,19-12-2016 11:30,11,0,0,175,0.303292894,13.03292894,
1302,BHMBCCMKT01,577,26.14453614,91.73617216,216,car,1.0,7,False,19-12-2016,12:03,0.374350087,19-12-2016 12:03,12,0,0,216,0.374350087,13.74350087,
1303,BHMBCCMKT01,577,26.14453614,91.73617216,249,bike,1.0,7,False,19-12-2016,12:30,0.431542461,19-12-2016 12:30,12,0,0,249,0.431542461,14.31542461,
1304,BHMBCCMKT01,577,26.14453614,91.73617216,277,car,1.0,7,False,19-12-2016,13:03,0.480069324,19-12-2016 13:03,13,0,0,277,0.480069324,14.80069324,
1305,BHMBCCMKT01,577,26.14453614,91.73617216,291,car,,5,False,19-12-2016,13:30,0.504332756,19-12-2016 13:30,13,0,0,291,0.504332756,15.04332756,
1306,BHMBCCMKT01,577,26.14453614,91.73617216,305,car,,4,False,19-12-2016,14:03,0.528596187,19-12-2016 14:03,14,0,0,305,0.528596187,15.28596187,
1307,BHMBCCMKT01,577,26.14453614,91.73617216,309,car,,4,False,19-12-2016,14:30,0.535528596,19-12-2016 14:30,14,0,0,309,0.535528596,15.35528596,
1308,BHMBCCMKT01,577,26.14453614,91.73617216,300,cycle,0.0,3,False,19-12-2016,15:03,0.519930676,19-12-2016 15:03,15,0,0,300,0.519930676,15.19930676,
1309,BHMBCCMKT01,577,26.14453614,91.73617216,274,cycle,0.0,2,False,19-12-2016,15:29,0.474870017,19-12-2016 15:29,15,0,0,274,0.474870017,14.74870017,
1310,BHMBCCMKT01,577,26.14453614,91.73617216,230,car,,2,False,19-12-2016,16:03,0.398613518,19-12-2016 16:03,16,0,0,230,0.398613518,13.98613518,
1311,BHMBCCMKT01,577,26.14453614,91.73617216,193,cycle,0.0,2,False,19-12-2016,16:30,0.334488735,19-12-2016 16:30,16,0,0,193,0.334488735,13.34488735,
1312,BHMBCCTHL01,387,26.14449459,91.73620513,120,car,0.0,2,False,04-10-2016,07:59,0.310077519,04-10-2016 07:59,7,1,0,120,0.310077519,13.10077519,10.90521543
1313,BHMBCCTHL01,387,26.14449459,91.73620513,129,car,,2,False,04-10-2016,08:25,0.333333333,04-10-2016 08:25,8,1,0,129,0.333333333,13.33333333,10.91681486
1314,BHMBCCTHL01,387,26.14449459,91.73620513,155,car,0.0,2,False,04-10-2016,08:59,0.400516796,04-10-2016 08:59,8,1,0,155,0.400516796,14.00516796,10.93449684
1315,BHMBCCTHL01,387,26.14449459,91.73620513,204,cycle,0.0,2,False,04-10-2016,09:32,0.527131783,04-10-2016 09:32,9,1,0,204,0.527131783,15.27131783,10.94365925
1316,BHMBCCTHL01,387,26.14449459,91.73620513,236,car,0.0,2,False,04-10-2016,09:59,0.609819121,04-10-2016 09:59,9,1,0,236,0.609819121,16.09819121,11.83130984
1317,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,0.0,3,False,04-10-2016,10:26,0.682170543,04-10-2016 10:26,10,1,0,264,0.682170543,16.82170543,16.43478357
1318,BHMBCCTHL01,387,26.14449459,91.73620513,308,car,,4,False,04-10-2016,10:59,0.795865633,04-10-2016 10:59,10,1,0,308,0.795865633,17.95865633,15.55608111
1319,BHMBCCTHL01,387,26.14449459,91.73620513,324,bike,,5,False,04-10-2016,11:25,0.837209302,04-10-2016 11:25,11,1,0,324,0.837209302,18.37209302,15.55541829
1320,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,,5,False,04-10-2016,11:59,0.857881137,04-10-2016 11:59,11,1,0,332,0.857881137,18.57881137,10.96288116
1321,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,1.0,8,False,04-10-2016,12:29,0.863049096,04-10-2016 12:29,12,1,0,334,0.863049096,18.63049096,10.07655622
1322,BHMBCCTHL01,387,26.14449459,91.73620513,333,car,1.0,7,False,04-10-2016,13:02,0.860465116,04-10-2016 13:02,13,1,0,333,0.860465116,18.60465116,10.94664196
1323,BHMBCCTHL01,387,26.14449459,91.73620513,331,car,1.0,7,False,04-10-2016,13:29,0.855297158,04-10-2016 13:29,13,1,0,331,0.855297158,18.55297158,10.91383215
1324,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,,4,False,04-10-2016,14:02,0.857881137,04-10-2016 14:02,14,1,0,332,0.857881137,18.57881137,10.92145463
1325,BHMBCCTHL01,387,26.14449459,91.73620513,322,car,,3,False,04-10-2016,14:29,0.832041344,04-10-2016 14:29,14,1,0,322,0.832041344,18.32041344,10.93393116
1326,BHMBCCTHL01,387,26.14449459,91.73620513,307,truck,,4,False,04-10-2016,14:57,0.793281654,04-10-2016 14:57,14,1,0,307,0.793281654,17.93281654,11.82721576
1327,BHMBCCTHL01,387,26.14449459,91.73620513,294,car,0.0,2,False,04-10-2016,15:30,0.759689922,04-10-2016 15:30,15,1,0,294,0.759689922,17.59689922,11.8465548
1328,BHMBCCTHL01,387,26.14449459,91.73620513,270,car,0.0,1,False,04-10-2016,16:04,0.697674419,04-10-2016 16:04,16,1,0,270,0.697674419,16.97674419,13.79922189
1329,BHMBCCTHL01,387,26.14449459,91.73620513,245,car,0.0,2,False,04-10-2016,16:31,0.633074935,04-10-2016 16:31,16,1,0,245,0.633074935,16.33074935,16.43577781
1330,BHMBCCTHL01,387,26.14449459,91.73620513,146,car,0.0,2,False,05-10-2016,07:57,0.377260982,05-10-2016 07:57,7,2,0,146,0.377260982,13.77260982,16.43400361
1331,BHMBCCTHL01,387,26.14449459,91.73620513,169,car,0.0,2,False,05-10-2016,08:30,0.436692506,05-10-2016 08:30,8,2,0,169,0.436692506,14.36692506,16.43776628
1332,BHMBCCTHL01,387,26.14449459,91.73620513,211,bike,0.0,2,False,05-10-2016,09:04,0.545219638,05-10-2016 09:04,9,2,0,211,0.545219638,15.45219638,15.56005806
1333,BHMBCCTHL01,387,26.14449459,91.73620513,256,bike,0.0,3,False,05-10-2016,09:30,0.661498708,05-10-2016 09:30,9,2,0,256,0.661498708,16.61498708,14.6739474
1334,BHMBCCTHL01,387,26.14449459,91.73620513,310,car,0.0,3,False,05-10-2016,10:04,0.801033592,05-10-2016 10:04,10,2,0,310,0.801033592,18.01033592,10.08119599
1335,BHMBCCTHL01,387,26.14449459,91.73620513,337,bike,1.0,5,False,05-10-2016,10:30,0.870801034,05-10-2016 10:30,10,2,0,337,0.870801034,18.70801034,10.01955332
1336,BHMBCCTHL01,387,26.14449459,91.73620513,339,car,,5,False,05-10-2016,11:04,0.875968992,05-10-2016 11:04,11,2,0,339,0.875968992,18.75968992,10.90952379
1337,BHMBCCTHL01,387,26.14449459,91.73620513,340,truck,,5,False,05-10-2016,11:30,0.878552972,05-10-2016 11:30,11,2,0,340,0.878552972,18.78552972,10.04199221
1338,BHMBCCTHL01,387,26.14449459,91.73620513,337,car,1.0,8,False,05-10-2016,12:04,0.870801034,05-10-2016 12:04,12,2,0,337,0.870801034,18.70801034,10.05070607
1339,BHMBCCTHL01,387,26.14449459,91.73620513,336,bike,1.0,8,False,05-10-2016,12:30,0.868217054,05-10-2016 12:30,12,2,0,336,0.868217054,18.68217054,11.82226457
1340,BHMBCCTHL01,387,26.14449459,91.73620513,343,car,1.0,8,False,05-10-2016,12:57,0.88630491,05-10-2016 12:57,12,2,0,343,0.88630491,18.8630491,13.77924001
1341,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,1.0,7,False,05-10-2016,13:30,0.891472868,05-10-2016 13:30,13,2,0,345,0.891472868,18.91472868,14.66677346
1342,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,,5,False,05-10-2016,13:57,0.891472868,05-10-2016 13:57,13,2,0,345,0.891472868,18.91472868,15.54912146
1343,BHMBCCTHL01,387,26.14449459,91.73620513,336,car,,4,False,05-10-2016,14:30,0.868217054,05-10-2016 14:30,14,2,0,336,0.868217054,18.68217054,16.43080662
1344,BHMBCCTHL01,387,26.14449459,91.73620513,326,bike,1.0,6,False,05-10-2016,14:57,0.842377261,05-10-2016 14:57,14,2,0,326,0.842377261,18.42377261,15.55342982
1345,BHMBCCTHL01,387,26.14449459,91.73620513,306,car,,2,False,05-10-2016,15:30,0.790697674,05-10-2016 15:30,15,2,0,306,0.790697674,17.90697674,10.96642955
1346,BHMBCCTHL01,387,26.14449459,91.73620513,284,car,0.0,1,False,05-10-2016,16:04,0.733850129,05-10-2016 16:04,16,2,0,284,0.733850129,17.33850129,10.95911849
1347,BHMBCCTHL01,387,26.14449459,91.73620513,261,bike,,3,False,05-10-2016,16:30,0.674418605,05-10-2016 16:30,16,2,0,261,0.674418605,16.74418605,10.95161314
1348,BHMBCCTHL01,387,26.14449459,91.73620513,98,car,0.0,1,False,06-10-2016,07:57,0.253229974,06-10-2016 07:57,7,3,0,98,0.253229974,12.53229974,10.94730478
1349,BHMBCCTHL01,387,26.14449459,91.73620513,133,car,0.0,2,False,06-10-2016,08:30,0.343669251,06-10-2016 08:30,8,3,0,133,0.343669251,13.43669251,10.02043042
1350,BHMBCCTHL01,387,26.14449459,91.73620513,157,truck,0.0,1,False,06-10-2016,08:57,0.405684755,06-10-2016 08:57,8,3,0,157,0.405684755,14.05684755,10.02883286
1351,BHMBCCTHL01,387,26.14449459,91.73620513,192,car,0.0,1,False,06-10-2016,09:30,0.496124031,06-10-2016 09:30,9,3,0,192,0.496124031,14.96124031,10.91669773
1352,BHMBCCTHL01,387,26.14449459,91.73620513,228,truck,0.0,3,False,06-10-2016,10:03,0.589147287,06-10-2016 10:03,10,3,0,228,0.589147287,15.89147287,10.92897997
1353,BHMBCCTHL01,387,26.14449459,91.73620513,268,cycle,1.0,5,False,06-10-2016,10:30,0.69250646,06-10-2016 10:30,10,3,0,268,0.69250646,16.9250646,10.931397
1354,BHMBCCTHL01,387,26.14449459,91.73620513,287,car,,4,False,06-10-2016,10:57,0.741602067,06-10-2016 10:57,10,3,0,287,0.741602067,17.41602067,14.6515285
1355,BHMBCCTHL01,387,26.14449459,91.73620513,300,car,1.0,6,False,06-10-2016,11:30,0.775193798,06-10-2016 11:30,11,3,0,300,0.775193798,17.75193798,15.53652779
1356,BHMBCCTHL01,387,26.14449459,91.73620513,312,car,1.0,7,False,06-10-2016,12:04,0.80620155,06-10-2016 12:04,12,3,0,312,0.80620155,18.0620155,15.54050474
1357,BHMBCCTHL01,387,26.14449459,91.73620513,322,car,1.0,8,False,06-10-2016,12:30,0.832041344,06-10-2016 12:30,12,3,0,322,0.832041344,18.32041344,15.53906195
1358,BHMBCCTHL01,387,26.14449459,91.73620513,330,truck,,5,False,06-10-2016,12:57,0.852713178,06-10-2016 12:57,12,3,0,330,0.852713178,18.52713178,10.95161314
1359,BHMBCCTHL01,387,26.14449459,91.73620513,325,car,1.0,7,False,06-10-2016,13:30,0.839793282,06-10-2016 13:30,13,3,0,325,0.839793282,18.39793282,10.94929326
1360,BHMBCCTHL01,387,26.14449459,91.73620513,328,truck,,5,False,06-10-2016,13:57,0.84754522,06-10-2016 13:57,13,3,0,328,0.84754522,18.4754522,11.82335594
1361,BHMBCCTHL01,387,26.14449459,91.73620513,307,bike,,4,False,06-10-2016,14:30,0.793281654,06-10-2016 14:30,14,3,0,307,0.793281654,17.93281654,10.93558822
1362,BHMBCCTHL01,387,26.14449459,91.73620513,296,truck,0.0,2,False,06-10-2016,15:04,0.764857881,06-10-2016 15:04,15,3,0,296,0.764857881,17.64857881,10.00563401
1363,BHMBCCTHL01,387,26.14449459,91.73620513,287,bike,0.0,2,False,06-10-2016,15:31,0.741602067,06-10-2016 15:31,15,3,0,287,0.741602067,17.41602067,10.00883099
1364,BHMBCCTHL01,387,26.14449459,91.73620513,260,car,0.0,2,False,06-10-2016,16:04,0.671834625,06-10-2016 16:04,16,3,0,260,0.671834625,16.71834625,10.89593589
1365,BHMBCCTHL01,387,26.14449459,91.73620513,247,car,0.0,2,False,06-10-2016,16:30,0.638242894,06-10-2016 16:30,16,3,0,247,0.638242894,16.38242894,10.90786673
1366,BHMBCCTHL01,387,26.14449459,91.73620513,105,bike,0.0,1,False,07-10-2016,08:03,0.271317829,07-10-2016 08:03,8,4,0,105,0.271317829,12.71317829,16.41082475
1367,BHMBCCTHL01,387,26.14449459,91.73620513,126,car,0.0,1,False,07-10-2016,08:30,0.325581395,07-10-2016 08:30,8,4,0,126,0.325581395,13.25581395,15.54547592
1368,BHMBCCTHL01,387,26.14449459,91.73620513,159,bike,0.0,2,False,07-10-2016,09:04,0.410852713,07-10-2016 09:04,9,4,0,159,0.410852713,14.10852713,10.98089455
1369,BHMBCCTHL01,387,26.14449459,91.73620513,183,truck,0.0,2,False,07-10-2016,09:30,0.472868217,07-10-2016 09:30,9,4,0,183,0.472868217,14.72868217,10.9774633
1370,BHMBCCTHL01,387,26.14449459,91.73620513,199,car,0.0,2,False,07-10-2016,09:57,0.514211886,07-10-2016 09:57,9,4,0,199,0.514211886,15.14211886,10.92558066
1371,BHMBCCTHL01,387,26.14449459,91.73620513,224,car,,4,False,07-10-2016,10:30,0.57881137,07-10-2016 10:30,10,4,0,224,0.57881137,15.7881137,10.9265749
1372,BHMBCCTHL01,387,26.14449459,91.73620513,246,bike,,3,False,07-10-2016,10:57,0.635658915,07-10-2016 10:57,10,4,0,246,0.635658915,16.35658915,10.93519161
1373,BHMBCCTHL01,387,26.14449459,91.73620513,254,car,1.0,6,False,07-10-2016,11:30,0.656330749,07-10-2016 11:30,11,4,0,254,0.656330749,16.56330749,10.93883715
1374,BHMBCCTHL01,387,26.14449459,91.73620513,276,car,,6,False,07-10-2016,12:03,0.713178295,07-10-2016 12:03,12,4,0,276,0.713178295,17.13178295,19.08562216
1375,BHMBCCTHL01,387,26.14449459,91.73620513,274,car,1.0,7,False,07-10-2016,12:30,0.708010336,07-10-2016 12:30,12,4,0,274,0.708010336,17.08010336,18.21674493
1376,BHMBCCTHL01,387,26.14449459,91.73620513,286,car,1.0,7,False,07-10-2016,13:04,0.739018088,07-10-2016 13:04,13,4,0,286,0.739018088,17.39018088,19.10384983
1377,BHMBCCTHL01,387,26.14449459,91.73620513,286,bike,1.0,7,False,07-10-2016,13:30,0.739018088,07-10-2016 13:30,13,4,0,286,0.739018088,17.39018088,15.5925884
1378,BHMBCCTHL01,387,26.14449459,91.73620513,286,bike,,4,False,07-10-2016,14:03,0.739018088,07-10-2016 14:03,14,4,0,286,0.739018088,17.39018088,11.88448487
1379,BHMBCCTHL01,387,26.14449459,91.73620513,280,bike,,4,False,07-10-2016,14:30,0.723514212,07-10-2016 14:30,14,4,0,280,0.723514212,17.23514212,11.87707667
1380,BHMBCCTHL01,387,26.14449459,91.73620513,260,car,0.0,2,False,07-10-2016,15:04,0.671834625,07-10-2016 15:04,15,4,0,260,0.671834625,16.71834625,11.86923991
1381,BHMBCCTHL01,387,26.14449459,91.73620513,253,car,0.0,2,False,07-10-2016,15:30,0.65374677,07-10-2016 15:30,15,4,0,253,0.65374677,16.5374677,11.86649147
1382,BHMBCCTHL01,387,26.14449459,91.73620513,240,car,0.0,3,False,07-10-2016,15:57,0.620155039,07-10-2016 15:57,15,4,0,240,0.620155039,16.20155039,10.89659872
1383,BHMBCCTHL01,387,26.14449459,91.73620513,216,bike,0.0,2,False,07-10-2016,16:30,0.558139535,07-10-2016 16:30,16,4,0,216,0.558139535,15.58139535,10.90620967
1384,BHMBCCTHL01,387,26.14449459,91.73620513,56,car,0.0,1,False,08-10-2016,07:57,0.144702842,08-10-2016 07:57,7,5,0,56,0.144702842,11.44702842,10.91903761
1385,BHMBCCTHL01,387,26.14449459,91.73620513,70,bike,0.0,1,False,08-10-2016,08:30,0.180878553,08-10-2016 08:30,8,5,0,70,0.180878553,11.80878553,10.92708864
1386,BHMBCCTHL01,387,26.14449459,91.73620513,92,car,0.0,2,False,08-10-2016,08:57,0.237726098,08-10-2016 08:57,8,5,0,92,0.237726098,12.37726098,12.8835184
1387,BHMBCCTHL01,387,26.14449459,91.73620513,128,car,0.0,2,False,08-10-2016,09:30,0.330749354,08-10-2016 09:30,9,5,0,128,0.330749354,13.30749354,15.53553356
1388,BHMBCCTHL01,387,26.14449459,91.73620513,170,car,,3,False,08-10-2016,10:04,0.439276486,08-10-2016 10:04,10,5,0,170,0.439276486,14.39276486,15.54282462
1389,BHMBCCTHL01,387,26.14449459,91.73620513,198,car,,3,False,08-10-2016,10:30,0.511627907,08-10-2016 10:30,10,5,0,198,0.511627907,15.11627907,10.94917612
1390,BHMBCCTHL01,387,26.14449459,91.73620513,216,car,,4,False,08-10-2016,10:57,0.558139535,08-10-2016 10:57,10,5,0,216,0.558139535,15.58139535,10.94664196
1391,BHMBCCTHL01,387,26.14449459,91.73620513,233,car,,4,False,08-10-2016,11:30,0.602067183,08-10-2016 11:30,11,5,0,233,0.602067183,16.02067183,10.94377639
1392,BHMBCCTHL01,387,26.14449459,91.73620513,253,truck,1.0,8,False,08-10-2016,12:04,0.65374677,08-10-2016 12:04,12,5,0,253,0.65374677,16.5374677,10.91615204
1393,BHMBCCTHL01,387,26.14449459,91.73620513,270,car,,5,False,08-10-2016,12:30,0.697674419,08-10-2016 12:30,12,5,0,270,0.697674419,16.97674419,10.92244887
1394,BHMBCCTHL01,387,26.14449459,91.73620513,301,car,1.0,7,False,08-10-2016,13:04,0.777777778,08-10-2016 13:04,13,5,0,301,0.777777778,17.77777778,10.92796574
1395,BHMBCCTHL01,387,26.14449459,91.73620513,330,car,,5,False,08-10-2016,13:30,0.852713178,08-10-2016 13:30,13,5,0,330,0.852713178,18.52713178,11.82335594
1396,BHMBCCTHL01,387,26.14449459,91.73620513,341,cycle,,3,False,08-10-2016,14:03,0.881136951,08-10-2016 14:03,14,5,0,341,0.881136951,18.81136951,10.95691574
1397,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,,4,False,08-10-2016,14:30,0.891472868,08-10-2016 14:30,14,5,0,345,0.891472868,18.91472868,13.79382215
1398,BHMBCCTHL01,387,26.14449459,91.73620513,337,car,,4,False,08-10-2016,14:57,0.870801034,08-10-2016 14:57,14,5,0,337,0.870801034,18.70801034,16.43610922
1399,BHMBCCTHL01,387,26.14449459,91.73620513,344,cycle,0.0,2,False,08-10-2016,15:30,0.888888889,08-10-2016 15:30,15,5,0,344,0.888888889,18.88888889,15.55873241
1400,BHMBCCTHL01,387,26.14449459,91.73620513,338,car,0.0,2,False,08-10-2016,16:04,0.873385013,08-10-2016 16:04,16,5,0,338,0.873385013,18.73385013,15.56050661
1401,BHMBCCTHL01,387,26.14449459,91.73620513,296,truck,,3,False,08-10-2016,16:30,0.764857881,08-10-2016 16:30,16,5,0,296,0.764857881,17.64857881,10.97734616
1402,BHMBCCTHL01,387,26.14449459,91.73620513,89,car,0.0,2,True,09-10-2016,08:04,0.22997416,09-10-2016 08:04,8,6,0,89,0.22997416,12.2997416,11.8500832
1403,BHMBCCTHL01,387,26.14449459,91.73620513,92,car,0.0,2,True,09-10-2016,08:30,0.237726098,09-10-2016 08:30,8,6,0,92,0.237726098,12.37726098,10.96442108
1404,BHMBCCTHL01,387,26.14449459,91.73620513,107,car,,4,True,09-10-2016,09:04,0.276485788,09-10-2016 09:04,9,6,0,107,0.276485788,12.76485788,10.08529007
1405,BHMBCCTHL01,387,26.14449459,91.73620513,118,car,0.0,2,True,09-10-2016,09:30,0.304909561,09-10-2016 09:30,9,6,0,118,0.304909561,13.04909561,10.92299456
1406,BHMBCCTHL01,387,26.14449459,91.73620513,129,car,0.0,2,True,09-10-2016,09:57,0.333333333,09-10-2016 09:57,9,6,0,129,0.333333333,13.33333333,10.93172841
1407,BHMBCCTHL01,387,26.14449459,91.73620513,156,bike,,5,True,09-10-2016,10:30,0.403100775,09-10-2016 10:30,10,6,0,156,0.403100775,14.03100775,11.82103606
1408,BHMBCCTHL01,387,26.14449459,91.73620513,195,car,,6,True,09-10-2016,11:04,0.503875969,09-10-2016 11:04,11,6,0,195,0.503875969,15.03875969,10.95182742
1409,BHMBCCTHL01,387,26.14449459,91.73620513,222,car,,6,True,09-10-2016,11:30,0.573643411,09-10-2016 11:30,11,6,0,222,0.573643411,15.73643411,11.84456633
